Flow ID,Source IP,Destination IP,Source Port,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min, Label
flow-006109,84.14.226.219,40.47.137.212,36073,8080,17,07/07/2017 10:50:54 AM,6952.456238659518,24,14,1103,1712,98,46,677.8077551352764,285.13975778354404,906,46,201.56997756474198,218.26537244403133,9826.882332523064,99.08591717136893,2302.3541215173564,1659.7159518162277,1847.8604770834318,179.04361929492586,162428.4117671348,1142.0782809426728,870.9763870641691,10036.041058209239,179.49962675279374,10405.282953256517,1800.806439250237,780.6917504754473,30249.56515453271,177.414916493257,2,0,0,0,162,159,24.287689493926752,38.98025381674111,44,980,134.89686483407993,173.60835648571438,2196.6806899275307,0,2,0,4,3,0,0,0,1.6454230192684214,589.7318624747625,655.5018930714332,535.6174921360972,0,0,0,0,0,0,15,2377,4,150,4096,2048,11,20,305.85138547268275,36.876670411477406,1170.1911462117002,0,3217.0952231957613,1484.0728467840918,1279.110666378143,0,BENIGN
flow-006110,112.74.225.245,177.136.54.144,31471,21,6,07/07/2017 10:50:55 AM,14875.505097867908,27,22,1998,565,565,59,145.20742189555995,16.50950880995601,272,20,449.00455400399164,214.57129078139602,31493.99265218008,60.717705180907664,1842.8564607481105,303.6135153529197,24476.08716816259,96.562943138924,16665.517893465578,11223.651363687712,496.3269195301341,16067.398787266542,153.3473708947834,20784.33657670839,1804.6742205115868,1111.822407521395,22604.216378096397,372.5209657401456,1,0,0,0,150,295,28.30491127095958,4.799744483222667,39,1426,187.34138248405642,61.88702045254467,2810.3456134402545,2,0,0,2,4,0,0,0,0.749967162799458,345.8323550297853,217.63798798115297,224.43713852033017,0,0,0,0,0,0,2,3136,8,2661,2048,16384,7,20,470.15394505127483,464.85067170757657,2993.800473598114,0,2717.2647708566933,360.3817301557277,9722.992142585288,0,BENIGN
flow-006111,151.160.69.152,132.221.148.42,54513,53,0,07/07/2017 10:50:55 AM,11486.813016943459,19,14,2645,3526,773,21,666.6659417404007,168.98083458320156,518,26,488.13295282151535,242.64944498314625,23165.04605083431,48.46481720996655,177.05495228152037,1400.505550473967,31321.071052179617,201.31577615681613,48649.843924093104,1768.4500312546836,541.0331198530021,29796.51669346948,333.67401882058965,35144.049615572345,7432.678849701738,71.21727710289316,2156.9865006595373,65.94211814952442,1,0,0,0,255,161,36.84495826695595,22.520016391409374,56,542,504.24159197442236,78.29035152284487,1502.434845855077,0,1,1,4,9,0,0,0,0.9418493055055797,313.3024997280886,286.3965350499483,122.61189545992542,0,0,0,0,0,0,7,3932,10,303,8192,2048,9,20,44.52901244487262,214.10055898379576,1253.4492291965619,0,4394.124368617625,1818.7889403166332,1076.319194762073,0,BENIGN
flow-006112,109.162.63.152,49.206.33.125,46265,8080,0,07/07/2017 10:50:56 AM,35944.11129567492,13,8,1579,731,1470,23,670.8339997951942,287.63181457776153,1371,48,410.2235280036908,247.8340734139645,40822.48247930766,24.957158830848783,177.58143464278487,1679.2711247827397,6717.564550861173,452.59360173643836,30471.08125210239,3564.729397657411,1114.1651598653787,7289.695917641445,468.34930636438384,32371.759973015683,198.9315851888541,596.0603973160651,24578.804014831996,268.61859438274064,0,0,0,0,282,63,2.268825838863811,35.26004085943912,36,1064,393.7737476477866,183.03501607422174,2093.1659558160222,0,0,1,3,13,0,0,0,2.729053123546586,699.835307031511,590.6792670505461,238.95667983537635,0,0,0,0,0,0,12,2399,1,1118,16384,1024,1,20,244.82111800577988,25.47703531059686,956.9870123310664,0,4290.475611627573,513.6081490948852,7767.956657431816,0,BENIGN
flow-006113,112.76.230.180,192.145.82.169,41134,80,0,07/07/2017 10:50:57 AM,29890.81173179653,10,1,126,209,206,30,619.7359763217338,247.21907627581695,1228,30,633.074333531564,231.10841503874414,28602.36406761273,33.16478493724635,1691.6199231612075,2671.714208286754,18403.530575586577,463.80225887052876,69651.6455817544,10319.259517401648,481.2025020063748,5677.024513150575,456.2278760812828,63076.808761382286,2415.7304493258366,1290.9110711090625,16871.93650965726,383.30941579121094,0,0,0,0,312,150,32.799086622458795,34.27987912034747,27,1236,548.0179104573401,214.70864572984235,2156.652330307192,0,1,1,3,4,0,0,0,1.9057747681823178,490.3068996144658,506.75283800519736,456.57154134664313,0,0,0,0,0,0,17,3883,9,296,32768,1024,14,20,996.3281975912009,315.48096018922615,1539.512870385762,0,2957.834627201829,1556.8826893171918,14672.673757580036,0,BENIGN
flow-006114,168.61.200.32,20.70.41.28,60020,443,6,07/07/2017 10:50:57 AM,209683.21451415913,15,4,2652,2437,1193,50,677.6599572974485,37.34091149859172,1428,44,439.948603816171,140.7961250863993,9415.354682330511,73.21658354874802,6840.338813361401,1001.4521426560661,12622.658618069503,399.8973884239128,41005.97670827981,5894.654188923791,1521.339894357846,19644.51317002481,495.1194050044133,5234.08134845234,4603.533483045863,31.90502659568617,359.32482943108704,62.74857374554519,1,0,0,0,176,344,25.505175738656458,18.8162363232169,53,965,169.2929544135233,73.90365175909587,4745.9963082683835,0,1,1,4,9,0,0,0,1.6911895519039377,305.1781217290659,523.6905220379488,347.1966507621233,0,0,0,0,0,0,18,1063,13,2161,2048,8192,11,20,477.55467174231825,164.72035782757138,1901.3163747285846,0,4460.428865988832,1648.5423263463445,3326.534412358223,0,BENIGN
flow-006115,86.10.148.183,137.240.117.122,20635,80,17,07/07/2017 10:50:57 AM,32952.555527131844,934,0,180,2209,608,33,49.94962967146248,4.254371055467551,41,34,549.1910927961967,125.51092525048855,874510.6584262024,437.72179210244167,53.607820512605095,2687.6539199750255,5320.809701903649,156.16696746362274,34971.543226745285,1835.246578260822,1931.8953769122945,14239.685178748923,317.6148539307196,5523.571755071514,589.0843254172091,943.1379597690268,558.1933436294386,219.52782898863168,0,0,0,0,44,64,1.0720535944396015,1.0336751418765047,29,1469,505.09070320758246,125.96000028214539,3362.7145273044234,2,191,19,2,19,0,0,0,2.5095331230632945,551.3652174424049,684.4008148126329,135.07279688575164,0,0,0,0,0,0,14,951,11,244,4,1024,14,20,464.6950383504673,488.3937230787814,2492.730910886721,0,4240.971769270834,1545.7001454653841,16926.09067697252,0,DoS Slowhttptest
flow-006116,185.237.1.33,21.255.123.145,56711,23,6,07/07/2017 10:50:58 AM,41999.22314460616,20,13,2876,631,1245,54,442.80205117088497,136.86311049392452,739,41,564.5710096585924,20.925729736839983,43143.881734494214,92.17348134521231,1499.8377130224533,1961.9305800384898,35563.695634812226,393.12140671126826,18772.33049766079,457.88023532654205,1859.753199174049,10351.120941922683,440.68759792522883,14653.401095880348,1165.8741699959917,36.730308689219335,5335.121015412445,185.39551777249665,1,0,0,0,188,141,7.850344823241731,21.44441523714868,61,1172,265.0609533707211,160.05563907755902,1240.1973399012595,0,1,1,1,15,0,0,0,1.4748301152520589,144.0895654444929,225.88479003628782,389.5003925568766,0,0,0,0,0,0,11,437,5,564,65535,16384,3,20,854.0726011060273,311.2833285492301,1969.0122294469677,0,715.806671783793,1258.6788345862478,14217.22784154826,0,BENIGN
flow-006117,116.116.63.109,43.161.33.236,4418,23,17,07/07/2017 10:50:59 AM,17202.499447793893,11,24,4465,3118,738,56,304.4224636391784,9.132958423999805,943,34,142.06125007524065,98.6864620476538,32041.02921670839,94.48537326745566,18906.586518528926,1603.707304005058,7528.586399928437,374.758437267286,25861.915374761324,9284.047835991094,98.64775448768226,11334.157162044421,336.1656189790032,49890.90864245671,3035.741483682978,518.2493546019294,207.41922394930876,214.98335917267514,2,0,0,0,384,306,41.24143291517778,4.426065835826507,47,1072,576.8318227551454,95.9857240497589,3431.7840881628526,2,0,0,1,4,0,0,0,2.0192313205485153,578.4253856950729,318.6780367894943,385.4818707410005,0,0,0,0,0,0,3,326,3,2860,4096,1024,2,20,380.0794418743881,206.2908584070788,1608.3480894292418,0,19.79009525588049,1285.8396895708293,4506.897671761242,0,BENIGN
flow-006118,111.253.222.126,75.33.206.99,55337,80,17,07/07/2017 10:50:59 AM,30307.178707931125,23,4,3022,3866,1494,59,543.2080398723793,239.73294703030044,636,29,638.1496233738203,211.77743441382924,44771.81697469683,2.8462692102698806,5023.853354083006,2653.513751284803,6965.638988924972,394.9700163166394,58009.11043767837,1706.3950926787468,281.2916780162482,4307.957050525389,22.536333066828394,2851.943073485691,870.593304125495,1204.810750423445,540.0298614903959,91.99304891390771,2,0,0,0,329,156,41.63089906370093,32.5442332955252,35,573,586.4294138868623,181.71200800450586,3541.970577216865,1,2,0,3,11,0,0,0,0.5580230398365857,645.6534864291511,547.6688441221906,157.6318052918334,0,0,0,0,0,0,5,626,10,738,32768,2048,6,20,82.68733617808432,485.97520860705674,996.3257082155365,0,4834.00243520284,1239.0265853217666,14657.452336250582,0,BENIGN
flow-006119,96.146.159.69,180.69.146.88,4840,53,0,07/07/2017 10:50:59 AM,19409.219956945053,1357,0,2396,2625,882,46,47.03630891372572,3.1808995951550987,371,27,725.0272617081646,211.0150089794448,277895.0259553919,1968.863266635722,13281.674054128756,2467.2570205829,16752.949738450778,403.9555210647844,28346.266210208658,14258.071062243593,789.7517017317672,21165.56116653118,21.997525306446832,49611.415735205985,2766.745104881435,271.9714591508158,213.63498199645196,243.15837145359745,0,0,0,0,177,46,15.184305804440347,34.85726676593019,31,506,347.94666330879284,243.95161041245228,2223.021382613011,2,338,47,0,65,0,0,0,2.6396610688752804,565.8454625579554,623.4045707751482,566.9469309799445,0,0,0,0,0,0,18,2191,4,146,0,16384,10,20,992.2477358523541,408.8885265095907,2142.9721229510133,0,4661.311724236488,1021.364891372198,14986.642175669824,0,DDoS
flow-006120,139.206.149.219,100.113.216.144,50019,53,17,07/07/2017 10:51:00 AM,383.8031045728753,1,1,1437,1477,49,27,47.70355957587852,179.9895025767656,1130,31,705.2703346873179,55.16940927643209,1207.7987244829517,1171.4177388249336,14268.758999449492,2706.2620643276678,3575.8791993651757,124.70025373230636,75403.42335844008,4399.268035785233,183.04853955553614,44887.15252458395,0.1261000991346073,49694.75776310242,2830.969926520145,419.8512841476003,20413.468675815544,56.62605760286392,1,0,0,0,350,324,9.013733873707203,4.242192592056916,52,502,576.9935373742316,135.6538181700707,4968.314120577678,0,1,0,0,0,0,0,0,0.7902091274394605,429.7918857827411,320.7660863999116,321.45029374344455,0,0,0,0,0,0,18,683,4,833,16384,16384,11,20,647.7759422812009,104.86894526270257,2002.1992362000613,0,1137.8275497608365,238.32106595428982,2584.5710459979236,0,PortScan
flow-006121,116.168.90.127,116.215.227.241,64723,21,6,07/07/2017 10:51:00 AM,8099.006857656385,1842,0,2162,940,1025,55,38.65126799815793,9.531877124548844,1096,34,742.578298671841,72.6977114097686,3348339.3332218933,4847.703101790741,188.64200658558286,1577.2023606209218,10070.99663582368,121.74921918793663,30364.4016096932,1845.1143511405087,1192.1140100254229,10325.09873980129,383.83047301058144,133648.08796621434,4022.987779155015,1279.3565928371193,8003.6569639951,359.858749482768,2,0,0,0,250,75,38.049753712427666,15.501618945335768,45,723,565.9800420257366,77.79599500917095,277.6016270255141,0,368,28,1,26,0,0,0,2.430313927519102,555.7187036425348,219.40004450967666,405.47739315757366,0,0,0,0,0,0,3,459,4,117,0,1024,8,20,710.437821148079,319.977647773832,2405.691641583258,0,2754.770165913036,710.4891112812828,8344.33395361611,0,DoS Hulk
flow-006122,54.161.138.24,187.238.108.233,12987,443,6,07/07/2017 10:51:01 AM,31962.7251271281,4,24,1854,2318,1125,41,424.1518828683227,28.90600613087253,619,28,52.662623162178264,174.4102092257369,12620.188722808614,86.28591035201416,3212.673190537478,498.2216598464808,17670.047892333987,122.54909329004127,173866.09578923674,2291.0369874019393,1868.6053123453369,8000.176575247985,65.27127541145956,63504.07181223281,1204.306466844427,667.9467137815585,11644.956595376549,47.1120445213479,2,0,0,0,315,58,14.405986797295846,34.821870724620936,55,1478,337.1637722137633,96.5760893835664,3110.630307888806,2,1,0,4,19,0,0,0,2.3111982301359912,531.7234057691369,135.85242206864444,432.5299456413585,0,0,0,0,0,0,8,337,12,1008,8192,2048,9,20,197.60103814470696,92.79954682431062,918.2215656997953,0,633.5533818774592,1792.6262831175734,3582.258451341096,0,BENIGN
flow-006123,147.55.211.133,104.12.200.55,20568,8080,0,07/07/2017 10:51:01 AM,42566.96558073172,4,2,3103,3544,485,27,223.52641941758372,60.300229264748175,1255,26,118.13318665578254,36.4724411089439,48513.50847366285,41.17313587563915,20102.884340963952,2574.7004255204893,12686.326299204615,155.15739503519998,14222.614894650545,5469.388580898556,1863.0736223314361,4673.4486412265,127.19108244402982,39752.7675098668,1851.3920882652665,1175.770714128139,3839.6083378725193,31.39236874790372,2,0,0,0,312,156,23.503404576971754,1.887129154091146,37,784,559.9778518328751,96.43963259904086,4710.531758236548,0,0,0,3,13,0,0,0,0.9395625831441294,245.90917394332712,165.11209274040993,473.4656747037079,0,0,0,0,0,0,9,401,8,570,4096,4096,8,20,285.65584606614283,71.77895768930503,174.8897059369832,0,2961.9040142007643,95.25540132879252,17963.6842128584,0,BENIGN
flow-006124,116.251.248.17,10.147.188.168,64650,3389,0,07/07/2017 10:51:02 AM,61778.051141578275,17,8,1051,1884,834,43,529.7118903380958,2.7334103240840957,509,25,489.07267682454125,31.102593023578795,43091.08263053563,4.363068307606746,173.6186897418854,2334.026972768731,14025.693208271206,130.46440630635536,10295.325521100189,3115.3425390797834,991.9205407559517,16726.257637413353,212.46956192192644,5329.71359690866,854.7121953870047,695.6578174869221,8972.161712089855,177.33003583954866,1,0,0,0,88,336,20.459076516214385,25.706846899029724,51,564,184.67979774850835,118.13328094658256,4642.449705597436,1,1,0,3,14,0,0,0,0.7713260731711107,409.263778766015,265.75931230588367,308.4183962710366,0,0,0,0,0,0,14,3810,14,1306,1024,32768,12,20,668.9630434600471,435.77351735570704,2994.292630788443,0,4703.67618409553,263.03300706174394,3809.4323631958705,0,BENIGN
flow-006125,151.93.222.235,188.120.154.46,54553,53,6,07/07/2017 10:51:03 AM,43227.05521017232,7,23,3587,2032,432,57,58.30161242837212,15.246794728790702,71,38,472.0476388896769,169.72966896765843,17937.77819676644,30.527946303138922,7398.264308399282,997.1942599510569,7222.175696209971,315.62020806962727,22089.010013339386,5686.49270645842,147.78548566811446,16448.558932480773,94.29883679095768,179769.5653813857,3226.2803964939494,152.5710470684899,1774.2992452342355,154.8198150036649,2,0,0,0,258,208,42.35186831539286,3.3997411417547676,40,1141,246.4317838457126,113.34537614244186,2823.248942695064,1,1,1,2,8,0,0,0,2.5118167289079327,474.5543803956681,327.63573583205414,224.83709391390747,0,0,0,0,0,0,7,2349,5,953,4096,16384,1,20,154.2630340679474,406.4312452556303,2368.819469630882,0,3071.3498884197397,1428.60317267689,788.1492333020759,0,BENIGN
flow-006126,167.94.242.3,14.169.69.90,6403,21,17,07/07/2017 10:51:03 AM,15793.716359683041,1182,0,3919,2249,1425,27,54.409362596011235,5.351155324636482,1133,39,486.1086656196985,196.84067093001607,2044853.4261358492,2427.6073874190924,1185.8817329260528,232.31972041313952,14615.90127652109,110.61474359372237,5901.311010787101,4445.052018589031,1862.6256088549255,1333.262753718645,23.825239902223906,8740.634123030964,286.308237502971,369.0493283562585,20496.520129520468,312.3288166866879,2,0,0,0,126,406,43.41790100236179,17.90893974624373,63,1236,326.71645341227395,139.09712662275666,2218.3869093495996,2,279,19,1,36,0,0,0,1.5414930113028782,354.33611315663626,116.3901415632338,115.16760597567632,0,0,0,0,0,0,10,2214,7,1181,2,2048,1,20,380.18158819303073,114.56994218022065,1327.744176081402,0,2747.7792167030507,1197.36238139812,11891.151978786307,0,DoS Hulk
flow-006127,55.167.206.31,139.94.50.17,42119,53,6,07/07/2017 10:51:03 AM,14292.963302649998,25,24,2716,3872,1125,20,324.09397939057595,198.19061769667493,857,40,697.3548283272279,65.29139124830077,49258.327866103085,93.95086772555912,9317.079893722477,137.66756977131467,51786.27112618266,474.6968721975265,63454.42357213841,2439.0152427036505,521.6186870943973,25058.757727159675,199.03338919007635,21671.85675618517,1148.9481772332797,155.00851492222338,3787.859108465579,53.747477572169664,1,0,0,0,112,186,14.851614030580128,14.177915970705635,58,1315,195.0949530902634,206.7075767318273,1847.1562506082894,1,1,1,4,7,0,0,0,2.3201802641543443,196.0640114965658,343.8393069186435,400.7517885629532,0,0,0,0,0,0,15,3095,6,2757,2048,1024,9,20,806.4740504689036,472.2423580333796,1096.841922201233,0,110.62136615714479,691.8702156251418,14672.918718962756,0,BENIGN
flow-006128,79.239.132.40,115.58.177.162,52351,53,17,07/07/2017 10:51:04 AM,27797.99082445283,320,0,3372,3393,746,45,59.45987622291217,0.678156369064632,772,50,94.1731054273928,258.5145258851448,3000515.9766480257,1149.5593199537757,1732.2150180161752,778.0380809911763,14983.738213615112,406.41188729519155,37777.255549102876,6731.523588353947,885.7876674496043,6209.332415556267,119.37396312125492,8961.04790093817,3198.4736240546144,450.83822112213176,5642.346226238971,294.1806852411077,1,0,0,0,112,378,28.430275139510968,11.577895421904808,46,744,241.38852478908558,57.126053027204506,2508.267135182827,2,254,16,3,59,0,0,0,0.8738645568558069,624.1808125825098,474.80773942607254,81.07085156661995,0,0,0,0,0,0,10,2512,9,1346,4,4096,4,20,925.621122920211,76.1219822600474,2795.28236895993,0,4854.72191316955,1497.758128049677,12517.670714779246,0,DoS Slowhttptest
flow-006129,53.35.192.241,42.241.191.117,42352,21,6,07/07/2017 10:51:04 AM,95729.57463431991,5,4,1796,465,64,33,123.52862204888122,162.17858312328977,307,29,704.5143135541437,145.45924986461566,16903.783015056782,3.3565792308760662,12840.623401286128,301.8357142049541,14658.519732592122,77.72056770967295,25800.137268335984,1542.4093339707197,1792.3037319075993,10811.495478917259,487.9128965250335,17401.983354207394,6317.460183484959,453.1708227279709,132.8134443538516,41.33891646791405,1,0,0,0,138,250,28.719945431451425,10.409480436101894,46,1225,495.94559063361675,65.00938584045203,4604.760022658397,0,0,1,0,6,0,0,0,2.9526633674282836,426.46942110883765,612.7920062477843,308.4273366393644,0,0,0,0,0,0,12,2577,1,1502,1024,4096,11,20,798.5994392352932,74.54611194379895,620.0756251635568,0,638.150748140886,207.68493227548012,11626.345862706725,0,BENIGN
flow-006130,57.16.12.108,34.57.114.112,37311,8080,6,07/07/2017 10:51:05 AM,21580.97453639175,496,0,1751,2841,75,43,49.4568135305884,7.469430835284117,212,27,158.6719362765333,19.396164794901594,1804290.8473498013,1717.7562256035467,12.151183811397717,1548.5727826558325,7381.603808542477,54.32174050446825,14873.650307579142,694.164568871886,611.6842243590337,1586.6279289537476,106.22105116585828,12865.334825671134,7045.108493865843,188.7511386281035,21185.11226990351,67.6493044616838,1,0,0,0,280,165,26.434141281843058,37.72202757393861,25,1467,504.47447803303436,205.47816937552054,3059.4407485412657,0,133,23,1,13,0,0,0,2.61698978001977,440.462126839523,696.9503105158282,139.1532327758473,0,0,0,0,0,0,10,2551,2,256,4,1024,7,20,243.44494270664185,215.84486973219074,273.5211671556016,0,2648.1861702820147,1810.6627137273167,12290.3873444335,0,DoS Hulk
flow-006131,180.240.145.252,148.5.86.222,48100,21,6,07/07/2017 10:51:06 AM,114583.63701910627,16,7,169,1113,1344,48,412.4155220692322,196.68594880577064,405,29,208.39065129737494,215.3818027241689,23400.096660680836,4.768977775937742,11649.200891847735,829.0543613529228,84723.45466399092,112.90379568185249,14706.980139879981,8195.746198162744,1373.6059875891087,8476.706616105757,111.87328546817066,1848.5613728845876,1497.1694447960735,831.2580458521497,13610.784493027295,180.75596593625295,1,0,0,0,27,200,42.02919752313421,18.52063806824968,39,874,108.57007556582778,255.52087952932345,618.0496558724888,0,1,0,0,13,0,0,0,1.1662642170256114,121.11771538156803,685.9699617601185,360.3118980455067,0,0,0,0,0,0,13,831,3,1568,16384,2048,7,20,71.81082627600877,258.5099671095434,2946.5675266006533,0,4752.024093636094,1275.7077226230092,3187.61755625193,0,BENIGN
flow-006132,101.81.122.82,142.129.191.153,29412,21,0,07/07/2017 10:51:06 AM,740660.1121098568,66,13,1668,688,175,52,366.7316687798973,110.04727019297191,115,49,630.5652626829495,115.92467973964608,8771.383966336853,2.1174318915278034,7905.439326702468,2811.75051929638,5024.324386550728,5.679611292422948,795.6253479043291,7603.186286898341,1246.269972228084,4011.9766694043633,483.751461165357,65092.84686258017,4955.463005724539,928.0033137210712,15659.202542542904,164.181713653056,2,0,0,0,495,63,12.000864370506411,37.52933693085055,31,1324,543.313895883346,55.09951161368555,4152.7356372247195,9,10,1,2,49,0,0,0,1.8178670755489994,225.49744084204457,510.55687837196035,405.67418893263573,0,0,0,0,0,0,2,1226,1,1621,1024,32768,7,20,142.06899703552466,341.7563512488506,440.13890369843585,0,968.478095304896,859.8435096603286,5292.157159073732,0,FTP-Patator
flow-006133,180.157.200.16,125.147.36.101,50017,443,17,07/07/2017 10:51:06 AM,23667.195859148458,11,13,2388,2863,738,32,252.3234755218383,136.22331623575235,919,45,283.852858075786,180.4601774668277,48375.50953054978,62.37377645348129,33192.456765685405,949.2219154344069,17101.47001199693,322.4680944137807,4630.45535810988,280.8223598985365,828.1697113209614,5880.716641394511,272.94891912313796,10544.99540316713,7191.353011815361,347.1673984561582,18554.247094288345,384.511389780247,1,0,0,0,114,208,9.94762594928055,38.012884387351654,25,1142,597.2940531028671,289.14229431939947,1757.568416635401,2,1,0,0,12,0,0,0,2.8846637414045295,549.7212385078672,147.88212780660817,356.4488528004562,0,0,0,0,0,0,13,611,8,2028,16384,32768,13,20,323.5917341806992,96.64874386388311,409.69030313508557,0,1789.9034583488371,1763.8923939774688,7490.836732634651,0,BENIGN
flow-006134,121.52.99.203,165.219.26.204,44994,53,17,07/07/2017 10:51:07 AM,6408.092521387492,6,12,1850,3999,680,52,206.53607252784386,75.01906249227075,1399,51,84.21801847309521,134.90104571077586,36814.49295438345,20.654019448578374,2214.1560864385765,2002.4682148999552,14283.584603168505,339.4119209386289,5025.172138307749,4793.326607862701,297.1014073370675,27867.448264968894,453.5806441577609,66261.6119275178,406.8403814350603,748.4338953701075,437.36066957008313,338.4646813079378,2,0,0,0,41,180,47.876894031904556,16.917651937648934,43,1406,171.89481988434358,241.19853361923046,3269.9604712295827,1,0,1,0,8,0,0,0,0.5766131993772556,125.30155287729723,582.6861867286948,387.95662148811215,0,0,0,0,0,0,4,2656,3,2613,4096,4096,12,20,86.52081506147181,184.6092654598737,675.1366174198074,0,1485.392296524758,1702.1536771558754,15320.675612285107,0,BENIGN
flow-006135,39.3.148.48,78.70.164.247,37493,53,17,07/07/2017 10:51:08 AM,6963.43594761192,1485,0,786,1063,105,38,43.71328355418202,6.666865630004793,786,31,252.16149209919453,293.3351343210873,228747.40489032466,2416.0559088039604,973.2735078254527,568.8399047705436,81793.88186607939,391.51528881421757,18704.27742595607,730.2507422839765,1859.910972091655,6119.8318673362255,406.67937471003626,18858.19408838967,6268.820332171172,1431.5325088643378,6414.880297365831,381.23955093181564,1,0,0,0,208,21,33.77114925699353,13.510941936555977,20,1418,302.4876851635338,296.2037270843589,931.845015198046,2,379,48,0,16,0,0,0,1.0423005759471424,428.3551870784889,355.04569544026384,562.1690691276009,0,0,0,0,0,0,7,614,1,795,2,4096,4,20,187.8211259879844,2.8425705144906055,1021.9671028171692,0,4573.687649159689,330.65374933648053,9710.077111296381,0,DoS GoldenEye
flow-006136,161.107.102.63,96.244.47.115,61682,3389,0,07/07/2017 10:51:08 AM,42753.45695979985,19,13,4271,3014,172,49,427.62544476386233,67.19395027695074,443,20,554.7145031507833,228.75061422603952,40923.842646025485,38.01838759122953,3343.215458343379,607.628803963243,48555.255415449385,164.02348918050552,21113.387156697034,15806.750681585885,772.4990112163231,854.6868739903937,82.71104712420052,1583.2954940109419,5715.286734769783,872.6905124660686,3913.2652689572715,221.66704157073153,1,0,0,0,177,222,49.13485231423685,29.947541363279793,20,783,523.9386172138054,76.1996202884202,4693.926555372068,0,0,0,0,13,0,0,0,2.8099991916903377,393.5097046348115,269.1779544586062,414.6020870181277,0,0,0,0,0,0,3,3239,13,522,65535,1024,1,20,560.1592225727863,96.806312648615,2896.052862069482,0,1543.4201784311908,1366.1886545076666,1022.9778449481131,0,BENIGN
flow-006137,102.98.138.152,167.138.11.134,49215,53,0,07/07/2017 10:51:09 AM,246.06013548788246,1,1,857,851,42,55,41.771363721814254,50.306152299559095,457,33,533.5470403952229,4.651445128134313,258.2594143517103,3205.403611744441,610.7280106994024,2097.554971645034,3030.7013333822865,214.6089284581519,76431.7111701413,12280.501675161653,1951.7260388672487,19184.656420499086,401.72161525024416,43239.585564280016,4247.150285124012,1242.628238110162,29023.49413427256,269.3389620952233,0,0,0,0,59,45,15.877547155156636,37.937761525099404,55,725,241.6706380558311,131.4720877115711,3612.115227737939,0,1,1,0,0,0,0,0,1.5085367134116923,261.84241811683216,584.3913315496432,316.1019909499736,0,0,0,0,0,0,7,1156,14,616,65535,32768,9,20,966.7077359248523,96.27214819481655,765.0271505433285,0,991.2331594137652,1739.131405388797,5559.631054736637,0,PortScan
flow-006138,47.240.231.40,140.12.71.128,65019,23,0,07/07/2017 10:51:09 AM,46965.500092856106,2,10,2293,3353,246,29,389.86958371733647,178.0421033840626,991,31,439.2576759512195,217.17547030606528,40910.84341317302,96.81136731713742,3568.649493296179,179.05107152285038,7833.2911425895645,362.79654403739426,4419.161747101449,2868.5155539906054,1035.3587380967165,5874.180150087156,441.4353316362526,2705.0916197283696,1108.936850703874,982.2142504254887,21560.178584782494,162.08576749168367,0,0,0,0,100,230,16.8479197482083,38.15864854821224,51,1280,393.51999820311227,241.10056959813002,1996.6612748844498,1,0,1,1,9,0,0,0,2.1312010666714416,328.559702150572,503.3772028045684,239.28540170367032,0,0,0,0,0,0,14,922,6,2484,32768,16384,10,20,683.8725294892579,420.7883018845997,206.94995963626727,0,2758.9253570587653,1837.4903349768185,6623.084853482198,0,BENIGN
